tenant_id,avg_debt,complaint_count,rental_duration,resolved_complaints,region
82,500,1,36,1,Медеуский
83,400,0,18,0,Медеуский
84,300,0,24,0,Медеуский
85,900,2,30,2,Медеуский
86,550,1,12,1,Ауэзовский
87,450,0,18,0,Ауэзовский
88,650,1,24,1,Ауэзовский
89,350,0,30,0,Ауэзовский
90,750,2,36,2,Ауэзовский
91,600,1,18,1,Ауэзовский
92,700,1,12,1,Ауэзовский
93,500,0,24,0,Ауэзовский
94,1000,3,30,2,Бостандыкский
95,1100,2,36,2,Бостандыкский
96,950,2,24,1,Бостандыкский
97,1050,3,18,2,Бостандыкский
98,1150,2,12,1,Бостандыкский
99,900,1,30,1,Бостандыкский
100,1200,3,24,2,Бостандыкский
101,1000,3,36,3,Жетысуский
102,850,2,30,2,Жетысуский
103,750,1,24,1,Жетысуский
104,900,2,18,1,Жетысуский
105,650,1,12,1,Жетысуский
106,800,2,24,2,Жетысуский
107,950,3,36,3,Жетысуский
108,700,1,18,1,Жетысуский
109,600,1,12,1,Жетысуский
110,720,2,30,2,Жетысуский
111,400,0,36,0,Медеуский
112,450,0,24,0,Медеуский
113,500,1,12,1,Медеуский
114,480,1,18,1,Медеуский
115,550,1,24,1,Медеуский
116,620,2,30,2,Медеуский
117,500,1,36,1,Медеуский
118,700,2,24,2,Медеуский
119,750,1,18,1,Медеуский
120,680,1,12,1,Медеуский
121,500,0,36,0,Ауэзовский
122,600,1,24,1,Ауэзовский
123,700,2,12,1,Ауэзовский
124,800,2,18,2,Ауэзовский
125,550,1,30,1,Ауэзовский
126,400,0,36,0,Ауэзовский
127,300,0,24,0,Ауэзовский
128,350,0,12,0,Ауэзовский
129,650,1,18,1,Ауэзовский
130,600,1,30,1,Ауэзовский
131,1200,4,36,3,Бостандыкский
132,1150,3,24,2,Бостандыкский
133,1100,2,18,2,Бостандыкский
134,1050,2,12,1,Бостандыкский
135,1000,3,30,2,Бостандыкский
136,950,2,36,2,Бостандыкский
137,900,1,24,1,Бостандыкский
138,850,1,18,1,Бостандыкский
139,800,1,12,1,Бостандыкский
140,750,1,30,1,Бостандыкский
141,700,0,36,0,Жетысуский
142,650,0,24,0,Жетысуский
143,600,1,12,1,Жетысуский
144,550,1,18,1,Жетысуский
145,500,1,24,1,Жетысуский
146,450,1,30,1,Жетысуский
147,400,1,36,1,Жетысуский
148,350,0,12,0,Жетысуский
149,300,0,18,0,Жетысуский
150,250,0,24,0,Жетысуский
151,800,2,36,2,Медеуский
152,850,2,30,2,Медеуский
153,900,3,24,3,Медеуский
154,950,3,18,2,Медеуский
155,1000,3,12,1,Медеуский
156,1100,4,36,3,Медеуский
157,1050,4,30,3,Медеуский
158,1150,3,24,2,Медеуский
159,1200,3,18,1,Медеуский
160,1250,4,12,1,Медеуский
161,500,0,36,0,Ауэзовский
162,600,0,24,0,Ауэзовский
163,700,1,12,1,Ауэзовский
164,750,1,18,1,Ауэзовский
165,800,1,24,1,Ауэзовский
166,850,2,30,2,Ауэзовский
167,900,2,36,2,Ауэзовский
168,950,2,24,2,Ауэзовский
169,1000,3,18,1,Ауэзовский
170,1050,3,12,1,Ауэзовский
171,1100,3,36,2,Бостандыкский
172,1150,3,30,2,Бостандыкский
173,1200,4,24,2,Бостандыкский
174,1250,4,18,1,Бостандыкский
175,1300,4,12,1,Бостандыкский
176,1350,5,36,3,Бостандыкский
177,1400,5,30,3,Бостандыкский
178,1450,4,24,2,Бостандыкский
179,1500,4,18,1,Бостандыкский
180,1550,5,12,1,Бостандыкский
181,1600,5,36,2,Жетысуский
182,1650,5,30,2,Жетысуский
183,1700,5,24,1,Жетысуский
184,1750,4,18,1,Жетысуский
185,1800,4,12,1,Жетысуский
186,1850,4,36,2,Жетысуский
187,1900,3,30,2,Жетысуский
188,1950,3,24,1,Жетысуский
189,2000,3,18,1,Жетысуский
190,2050,2,12,1,Жетысуский
191,2100,2,36,1,Медеуский
192,2150,2,30,1,Медеуский
193,2200,2,24,1,Медеуский
194,2250,2,18,1,Медеуский
195,2300,2,12,1,Медеуский
196,2350,3,36,2,Медеуский
197,2400,3,30,2,Медеуский
198,2450,3,24,2,Медеуский
199,2500,3,18,2,Медеуский
200,2550,3,12,2,Медеуский
201,1000,3,36,2,Жетысуский
202,950,2,30,2,Жетысуский
203,900,2,24,2,Жетысуский
204,850,2,18,1,Жетысуский
205,800,2,12,1,Жетысуский
206,750,2,36,2,Жетысуский
207,700,1,30,1,Жетысуский
208,650,1,24,1,Жетысуский
209,600,1,18,1,Жетысуский
210,550,1,12,1,Жетысуский
211,1000,3,36,2,Медеуский
212,1050,3,30,2,Медеуский
213,1100,3,24,2,Медеуский
214,1150,3,18,1,Медеуский
215,1200,3,12,1,Медеуский
216,1250,3,36,2,Медеуский
217,1300,3,30,2,Медеуский
218,1350,3,24,2,Медеуский
219,1400,3,18,1,Медеуский
220,1450,3,12,1,Медеуский
221,1500,4,36,3,Ауэзовский
222,1550,4,30,3,Ауэзовский
223,1600,4,24,3,Ауэзовский
224,1650,4,18,2,Ауэзовский
225,1700,4,12,2,Ауэзовский
226,1750,4,36,3,Ауэзовский
227,1800,4,30,3,Ауэзовский
228,1850,4,24,2,Ауэзовский
229,1900,4,18,2,Ауэзовский
230,1950,4,12,2,Ауэзовский
231,2000,5,36,4,Бостандыкский
232,2050,5,30,4,Бостандыкский
233,2100,5,24,3,Бостандыкский
234,2150,5,18,3,Бостандыкский
235,2200,5,12,2,Бостандыкский
236,2250,5,36,4,Бостандыкский
237,2300,5,30,4,Бостандыкский
238,2350,5,24,3,Бостандыкский
239,2400,5,18,3,Бостандыкский
240,2450,5,12,2,Бостандыкский
241,2500,3,36,2,Жетысуский
242,2550,3,30,2,Жетысуский
243,2600,3,24,2,Жетысуский
244,2650,3,18,1,Жетысуский
245,2700,3,12,1,Жетысуский
246,2750,3,36,2,Жетысуский
247,2800,3,30,2,Жетысуский
248,2850,3,24,1,Жетысуский
249,2900,3,18,1,Жетысуский
250,2950,3,12,1,Жетысуский
251,1000,0,36,0,Медеуский
252,1050,0,30,0,Медеуский
253,1100,0,24,0,Медеуский
254,1150,1,18,1,Медеуский
255,1200,1,12,1,Медеуский
256,1250,1,36,1,Медеуский
257,1300,1,30,1,Медеуский
258,1350,2,24,2,Медеуский
259,1400,2,18,2,Медеуский
260,1450,2,12,2,Медеуский
261,1500,3,36,3,Ауэзовский
262,1550,3,30,2,Ауэзовский
263,1600,3,24,2,Ауэзовский
264,1650,3,18,1,Ауэзовский
265,1700,3,12,1,Ауэзовский
266,1750,3,36,2,Ауэзовский
267,1800,3,30,2,Ауэзовский
268,1850,3,24,2,Ауэзовский
269,1900,3,18,1,Ауэзовский
270,1950,3,12,1,Ауэзовский
271,1000,1,36,1,Бостандыкский
272,950,1,30,1,Бостандыкский
273,900,1,24,1,Бостандыкский
274,850,1,18,1,Бостандыкский
275,800,1,12,1,Бостандыкский
276,750,1,36,1,Бостандыкский
277,700,0,30,0,Бостандыкский
278,650,0,24,0,Бостандыкский
279,600,0,18,0,Бостандыкский
280,550,0,12,0,Бостандыкский
281,2000,4,36,3,Жетысуский
282,2050,4,30,3,Жетысуский
283,2100,4,24,3,Жетысуский
284,2150,4,18,2,Жетысуский
285,2200,4,12,2,Жетысуский
286,2250,4,36,3,Жетысуский
287,2300,4,30,3,Жетысуский
288,2350,4,24,2,Жетысуский
289,2400,4,18,2,Жетысуский
290,2450,4,12,2,Жетысуский
291,1000,2,36,2,Медеуский
292,1050,2,30,2,Медеуский
293,1100,2,24,2,Медеуский
294,1150,2,18,2,Медеуский
295,1200,2,12,2,Медеуский
296,1250,2,36,2,Медеуский
297,1300,2,30,2,Медеуский
298,1350,2,24,2,Медеуский
299,1400,2,18,2,Медеуский
300,1450,2,12,2,Медеуский
301,1500,5,36,4,Ауэзовский
302,1550,5,30,4,Ауэзовский
303,1600,5,24,4,Ауэзовский
304,1650,5,18,3,Ауэзовский
305,1700,5,12,3,Ауэзовский
306,1750,5,36,4,Ауэзовский
307,1800,5,30,4,Ауэзовский
308,1850,5,24,3,Ауэзовский
309,1900,5,18,3,Ауэзовский
310,1950,5,12,3,Ауэзовский
311,1200,1,36,1,Бостандыкский
312,1250,1,30,1,Бостандыкский
313,1300,1,24,1,Бостандыкский
314,1350,1,18,1,Бостандыкский
315,1400,1,12,1,Бостандыкский
316,1450,1,36,1,Бостандыкский
317,1500,1,30,1,Бостандыкский
318,1550,1,24,1,Бостандыкский
319,1600,1,18,1,Бостандыкский
320,1650,1,12,1,Бостандыкский
321,1700,2,36,2,Жетысуский
322,1750,2,30,2,Жетысуский
323,1800,2,24,2,Жетысуский
324,1850,2,18,1,Жетысуский
325,1900,2,12,1,Жетысуский
326,1950,2,36,2,Жетысуский
327,2000,2,30,2,Жетысуский
328,2050,2,24,1,Жетысуский
329,2100,2,18,1,Жетысуский
330,2150,2,12,1,Жетысуский
331,1000,4,36,3,Медеуский
332,1050,4,30,3,Медеуский
333,1100,4,24,3,Медеуский
334,1150,4,18,2,Медеуский
335,1200,4,12,2,Медеуский
336,1250,4,36,3,Медеуский
337,1300,4,30,3,Медеуский
338,1350,4,24,3,Медеуский
339,1400,4,18,2,Медеуский
340,1450,4,12,2,Медеуский
341,800,0,36,0,Ауэзовский
342,850,0,30,0,Ауэзовский
343,900,0,24,0,Ауэзовский
344,950,0,18,0,Ауэзовский
345,1000,0,12,0,Ауэзовский
346,1050,0,36,0,Ауэзовский
347,1100,0,30,0,Ауэзовский
348,1150,0,24,0,Ауэзовский
349,1200,0,18,0,Ауэзовский
350,1250,0,12,0,Ауэзовский
351,1500,5,36,5,Бостандыкский
352,1550,5,30,5,Бостандыкский
353,1600,5,24,5,Бостандыкский
354,1650,5,18,4,Бостандыкский
355,1700,5,12,4,Бостандыкский
356,1750,5,36,5,Бостандыкский
357,1800,5,30,5,Бостандыкский
358,1850,5,24,4,Бостандыкский
359,1900,5,18,4,Бостандыкский
360,1950,5,12,4,Бостандыкский
361,2000,1,36,1,Жетысуский
362,2050,1,30,1,Жетысуский
363,2100,1,24,1,Жетысуский
364,2150,1,18,1,Жетысуский
365,2200,1,12,1,Жетысуский
366,2250,1,36,1,Жетысуский
367,2300,1,30,1,Жетысуский
368,2350,1,24,1,Жетысуский
369,2400,1,18,1,Жетысуский
370,2450,1,12,1,Жетысуский
371,1300,2,36,2,Медеуский
372,1350,2,30,2,Медеуский
373,1400,2,24,2,Медеуский
374,1450,2,18,2,Медеуский
375,1500,2,12,2,Медеуский
376,1550,2,36,2,Медеуский
377,1600,2,30,2,Медеуский
378,1650,2,24,2,Медеуский
379,1700,2,18,2,Медеуский
380,1750,2,12,2,Медеуский
381,1800,3,36,3,Ауэзовский
382,1850,3,30,3,Ауэзовский
383,1900,3,24,3,Ауэзовский
384,1950,3,18,2,Ауэзовский
385,2000,3,12,2,Ауэзовский
386,2050,3,36,3,Ауэзовский
387,2100,3,30,3,Ауэзовский
388,2150,3,24,2,Ауэзовский
389,2200,3,18,2,Ауэзовский
390,2250,3,12,2,Ауэзовский
391,2300,4,36,4,Бостандыкский
392,2350,4,30,4,Бостандыкский
393,2400,4,24,4,Бостандыкский
394,2450,4,18,3,Бостандыкский
395,2500,4,12,3,Бостандыкский
396,2550,4,36,4,Бостандыкский
397,2600,4,30,4,Бостандыкский
398,2650,4,24,3,Бостандыкский
399,2700,4,18,3,Бостандыкский
400,2750,4,12,3,Бостандыкский
401,1000,3,36,2,Жетысуский
402,1050,3,30,2,Жетысуский
403,1100,3,24,2,Жетысуский
404,1150,3,18,1,Жетысуский
405,1200,3,12,1,Жетысуский
406,1250,3,36,2,Жетысуский
407,1300,3,30,2,Жетысуский
408,1350,3,24,2,Жетысуский
409,1400,3,18,1,Жетысуский
410,1450,3,12,1,Жетысуский
411,1500,2,36,2,Медеуский
412,1550,2,30,2,Медеуский
413,1600,2,24,2,Медеуский
414,1650,2,18,1,Медеуский
415,1700,2,12,1,Медеуский
416,1750,2,36,2,Медеуский
417,1800,2,30,2,Медеуский
418,1850,2,24,2,Медеуский
419,1900,2,18,1,Медеуский
420,1950,2,12,1,Медеуский
421,2000,4,36,3,Ауэзовский
422,2050,4,30,3,Ауэзовский
423,2100,4,24,3,Ауэзовский
424,2150,4,18,2,Ауэзовский
425,2200,4,12,2,Ауэзовский
426,2250,4,36,3,Ауэзовский
427,2300,4,30,3,Ауэзовский
428,2350,4,24,2,Ауэзовский
429,2400,4,18,2,Ауэзовский
430,2450,4,12,2,Ауэзовский
431,2500,1,36,1,Бостандыкский
432,2550,1,30,1,Бостандыкский
433,2600,1,24,1,Бостандыкский
434,2650,1,18,1,Бостандыкский
435,2700,1,12,1,Бостандыкский
436,2750,1,36,1,Бостандыкский
437,2800,1,30,1,Бостандыкский
438,2850,1,24,1,Бостандыкский
439,2900,1,18,1,Бостандыкский
440,2950,1,12,1,Бостандыкский
441,1200,5,36,5,Жетысуский
442,1250,5,30,5,Жетысуский
443,1300,5,24,5,Жетысуский
444,1350,5,18,4,Жетысуский
445,1400,5,12,4,Жетысуский
446,1450,5,36,5,Жетысуский
447,1500,5,30,5,Жетысуский
448,1550,5,24,4,Жетысуский
449,1600,5,18,4,Жетысуский
450,1650,5,12,4,Жетысуский
451,1700,0,36,0,Медеуский
452,1750,0,30,0,Медеуский
453,1800,0,24,0,Медеуский
454,1850,0,18,0,Медеуский
455,1900,0,12,0,Медеуский
456,1950,0,36,0,Медеуский
457,2000,0,30,0,Медеуский
458,2050,0,24,0,Медеуский
459,2100,0,18,0,Медеуский
460,2150,0,12,0,Медеуский
461,2200,2,36,1,Ауэзовский
462,2250,2,30,1,Ауэзовский
463,2300,2,24,1,Ауэзовский
464,2350,2,18,1,Ауэзовский
465,2400,2,12,1,Ауэзовский
466,2450,2,36,2,Ауэзовский
467,2500,2,30,2,Ауэзовский
468,2550,2,24,2,Ауэзовский
469,2600,2,18,1,Ауэзовский
470,2650,2,12,1,Ауэзовский
471,2700,3,36,2,Бостандыкский
472,2750,3,30,2,Бостандыкский
473,2800,3,24,2,Бостандыкский
474,2850,3,18,2,Бостандыкский
475,2900,3,12,2,Бостандыкский
476,2950,3,36,3,Бостандыкский
477,3000,3,30,3,Бостандыкский
478,3050,3,24,3,Бостандыкский
479,3100,3,18,2,Бостандыкский
480,3150,3,12,2,Бостандыкский
481,3200,4,36,3,Жетысуский
482,3250,4,30,3,Жетысуский
483,3300,4,24,3,Жетысуский
484,3350,4,18,3,Жетысуский
485,3400,4,12,2,Жетысуский
486,3450,4,36,3,Жетысуский
487,3500,4,30,3,Жетысуский
488,3550,4,24,3,Жетысуский
489,3600,4,18,3,Жетысуский
490,3650,4,12,2,Жетысуский
491,3700,1,36,1,Медеуский
492,3750,1,30,1,Медеуский
493,3800,1,24,1,Медеуский
494,3850,1,18,1,Медеуский
495,3900,1,12,1,Медеуский
496,3950,1,36,1,Медеуский
497,4000,1,30,1,Медеуский
498,4050,1,24,1,Медеуский
499,4100,1,18,1,Медеуский
500,4150,1,12,1,Медеуский
501,4200,2,36,2,Ауэзовский
502,4250,2,30,2,Ауэзовский
503,4300,2,24,2,Ауэзовский
504,4350,2,18,2,Ауэзовский
505,4400,2,12,2,Ауэзовский
506,4450,2,36,2,Ауэзовский
507,4500,2,30,2,Ауэзовский
508,4550,2,24,2,Ауэзовский
509,4600,2,18,2,Ауэзовский
510,4650,2,12,2,Ауэзовский
511,4700,5,36,5,Бостандыкский
512,4750,5,30,5,Бостандыкский
513,4800,5,24,5,Бостандыкский
514,4850,5,18,4,Бостандыкский
515,4900,5,12,4,Бостандыкский
516,4950,5,36,5,Бостандыкский
517,5000,5,30,5,Бостандыкский
518,5050,5,24,4,Бостандыкский
519,5100,5,18,4,Бостандыкский
520,5150,5,12,4,Бостандыкский
521,1000,0,36,0,Жетысуский
522,1050,0,30,0,Жетысуский
523,1100,0,24,0,Жетысуский
524,1150,0,18,0,Жетысуский
525,1200,0,12,0,Жетысуский
526,1250,0,36,0,Жетысуский
527,1300,0,30,0,Жетысуский
528,1350,0,24,0,Жетысуский
529,1400,0,18,0,Жетысуский
530,1450,0,12,0,Жетысуский
531,1500,3,36,3,Медеуский
532,1550,3,30,3,Медеуский
533,1600,3,24,3,Медеуский
534,1650,3,18,3,Медеуский
535,1700,3,12,3,Медеуский
536,1750,3,36,3,Медеуский
537,1800,3,30,3,Медеуский
538,1850,3,24,3,Медеуский
539,1900,3,18,3,Медеуский
540,1950,3,12,3,Медеуский
541,2000,1,36,1,Ауэзовский
542,2050,1,30,1,Ауэзовский
543,2100,1,24,1,Ауэзовский
544,2150,1,18,1,Ауэзовский
545,2200,1,12,1,Ауэзовский
546,2250,1,36,1,Ауэзовский
547,2300,1,30,1,Ауэзовский
548,2350,1,24,1,Ауэзовский
549,2400,1,18,1,Ауэзовский
550,2450,1,12,1,Ауэзовский
551,2500,2,36,2,Бостандыкский
552,2550,2,30,2,Бостандыкский
553,2600,2,24,2,Бостандыкский
554,2650,2,18,2,Бостандыкский
555,2700,2,12,2,Бостандыкский
556,2750,2,36,2,Бостандыкский
557,2800,2,30,2,Бостандыкский
558,2850,2,24,2,Бостандыкский
559,2900,2,18,2,Бостандыкский
560,2950,2,12,2,Бостандыкский
561,3000,4,36,4,Жетысуский
562,3050,4,30,4,Жетысуский
563,3100,4,24,4,Жетысуский
564,3150,4,18,4,Жетысуский
565,3200,4,12,4,Жетысуский
566,3250,4,36,4,Жетысуский
567,3300,4,30,4,Жетысуский
568,3350,4,24,4,Жетысуский
569,3400,4,18,4,Жетысуский
570,3450,4,12,4,Жетысуский
571,3500,0,36,0,Медеуский
572,3550,0,30,0,Медеуский
573,3600,0,24,0,Медеуский
574,3650,0,18,0,Медеуский
575,3700,0,12,0,Медеуский
576,3750,0,36,0,Медеуский
577,3800,0,30,0,Медеуский
578,3850,0,24,0,Медеуский
579,3900,0,18,0,Медеуский
580,3950,0,12,0,Медеуский
581,4000,3,36,3,Ауэзовский
582,4050,3,30,3,Ауэзовский
583,4100,3,24,3,Ауэзовский
584,4150,3,18,3,Ауэзовский
585,4200,3,12,3,Ауэзовский
586,4250,3,36,3,Ауэзовский
587,4300,3,30,3,Ауэзовский
588,4350,3,24,3,Ауэзовский
589,4400,3,18,3,Ауэзовский
590,4450,3,12,3,Ауэзовский
591,4500,5,36,5,Бостандыкский
592,4550,5,30,5,Бостандыкский
593,4600,5,24,5,Бостандыкский
594,4650,5,18,5,Бостандыкский
595,4700,5,12,5,Бостандыкский
596,4750,5,36,5,Бостандыкский
597,4800,5,30,5,Бостандыкский
598,4850,5,24,5,Бостандыкский
599,4900,5,18,5,Бостандыкский
600,4950,5,12,5,Бостандыкский
601,500,2,36,2,Жетысуский
602,550,2,30,2,Жетысуский
603,600,2,24,2,Жетысуский
604,650,2,18,2,Жетысуский
605,700,2,12,2,Жетысуский
606,750,2,36,2,Жетысуский
607,800,2,30,2,Жетысуский
608,850,2,24,2,Жетысуский
609,900,2,18,2,Жетысуский
610,950,2,12,2,Жетысуский
611,1000,3,36,3,Медеуский
612,1050,3,30,3,Медеуский
613,1100,3,24,3,Медеуский
614,1150,3,18,3,Медеуский
615,1200,3,12,3,Медеуский
616,1250,3,36,3,Медеуский
617,1300,3,30,3,Медеуский
618,1350,3,24,3,Медеуский
619,1400,3,18,3,Медеуский
620,1450,3,12,3,Медеуский
621,1500,1,36,1,Ауэзовский
622,1550,1,30,1,Ауэзовский
623,1600,1,24,1,Ауэзовский
624,1650,1,18,1,Ауэзовский
625,1700,1,12,1,Ауэзовский
626,1750,1,36,1,Ауэзовский
627,1800,1,30,1,Ауэзовский
628,1850,1,24,1,Ауэзовский
629,1900,1,18,1,Ауэзовский
630,1950,1,12,1,Ауэзовский
631,2000,2,36,2,Бостандыкский
632,2050,2,30,2,Бостандыкский
633,2100,2,24,2,Бостандыкский
634,2150,2,18,2,Бостандыкский
635,2200,2,12,2,Бостандыкский
636,2250,2,36,2,Бостандыкский
637,2300,2,30,2,Бостандыкский
638,2350,2,24,2,Бостандыкский
639,2400,2,18,2,Бостандыкский
640,2450,2,12,2,Бостандыкский
641,2500,4,36,4,Жетысуский
642,2550,4,30,4,Жетысуский
643,2600,4,24,4,Жетысуский
644,2650,4,18,4,Жетысуский
645,2700,4,12,4,Жетысуский
646,2750,4,36,4,Жетысуский
647,2800,4,30,4,Жетысуский
648,2850,4,24,4,Жетысуский
649,2900,4,18,4,Жетысуский
650,2950,4,12,4,Жетысуский
651,3000,0,36,0,Медеуский
652,3050,0,30,0,Медеуский
653,3100,0,24,0,Медеуский
654,3150,0,18,0,Медеуский
655,3200,0,12,0,Медеуский
656,3250,0,36,0,Медеуский
657,3300,0,30,0,Медеуский
658,3350,0,24,0,Медеуский
659,3400,0,18,0,Медеуский
660,3450,0,12,0,Медеуский
661,3500,3,36,3,Ауэзовский
662,3550,3,30,3,Ауэзовский
663,3600,3,24,3,Ауэзовский
664,3650,3,18,3,Ауэзовский
665,3700,3,12,3,Ауэзовский
666,3750,3,36,3,Ауэзовский
667,3800,3,30,3,Ауэзовский
668,3850,3,24,3,Ауэзовский
669,3900,3,18,3,Ауэзовский
670,3950,3,12,3,Ауэзовский
671,4000,5,36,5,Бостандыкский
672,4050,5,30,5,Бостандыкский
673,4100,5,24,5,Бостандыкский
674,4150,5,18,5,Бостандыкский
675,4200,5,12,5,Бостандыкский
676,4250,5,36,5,Бостандыкский
677,4300,5,30,5,Бостандыкский
678,4350,5,24,5,Бостандыкский
679,4400,5,18,5,Бостандыкский
680,4450,5,12,5,Бостандыкский
681,1000,1,36,0,Жетысуский
682,1050,1,30,0,Жетысуский
683,1100,1,24,0,Жетысуский
684,1150,1,18,0,Жетысуский
685,1200,1,12,0,Жетысуский
686,1250,1,36,0,Жетысуский
687,1300,1,30,0,Жетысуский
688,1350,1,24,0,Жетысуский
689,1400,1,18,0,Жетысуский
690,1450,1,12,0,Жетысуский
691,1500,2,36,2,Медеуский
692,1550,2,30,2,Медеуский
693,1600,2,24,2,Медеуский
694,1650,2,18,2,Медеуский
695,1700,2,12,2,Медеуский
696,1750,2,36,2,Медеуский
697,1800,2,30,2,Медеуский
698,1850,2,24,2,Медеуский
699,1900,2,18,2,Медеуский
700,1950,2,12,2,Медеуский
701,2000,4,36,4,Ауэзовский
702,2050,4,30,4,Ауэзовский
703,2100,4,24,4,Ауэзовский
704,2150,4,18,4,Ауэзовский
705,2200,4,12,4,Ауэзовский
706,2250,4,36,4,Ауэзовский
707,2300,4,30,4,Ауэзовский
708,2350,4,24,4,Ауэзовский
709,2400,4,18,4,Ауэзовский
710,2450,4,12,4,Ауэзовский
711,2500,3,36,3,Бостандыкский
712,2550,3,30,3,Бостандыкский
713,2600,3,24,3,Бостандыкский
714,2650,3,18,3,Бостандыкский
715,2700,3,12,3,Бостандыкский
716,2750,3,36,3,Бостандыкский
717,2800,3,30,3,Бостандыкский
718,2850,3,24,3,Бостандыкский
719,2900,3,18,3,Бостандыкский
720,2950,3,12,3,Бостандыкский
721,3000,5,36,5,Жетысуский
722,3050,5,30,5,Жетысуский
723,3100,5,24,5,Жетысуский
724,3150,5,18,5,Жетысуский
725,3200,5,12,5,Жетысуский
726,3250,5,36,5,Жетысуский
727,3300,5,30,5,Жетысуский
728,3350,5,24,5,Жетысуский
729,3400,5,18,5,Жетысуский
730,3450,5,12,5,Жетысуский
731,3500,1,36,1,Медеуский
732,3550,1,30,1,Медеуский
733,3600,1,24,1,Медеуский
734,3650,1,18,1,Медеуский
735,3700,1,12,1,Медеуский
736,3750,1,36,1,Медеуский
737,3800,1,30,1,Медеуский
738,3850,1,24,1,Медеуский
739,3900,1,18,1,Медеуский
740,3950,1,12,1,Медеуский
741,4000,2,36,2,Ауэзовский
742,4050,2,30,2,Ауэзовский
743,4100,2,24,2,Ауэзовский
744,4150,2,18,2,Ауэзовский
745,4200,2,12,2,Ауэзовский
746,4250,2,36,2,Ауэзовский
747,4300,2,30,2,Ауэзовский
748,4350,2,24,2,Ауэзовский
749,4400,2,18,2,Ауэзовский
750,4450,2,12,2,Ауэзовский
751,4500,4,36,4,Бостандыкский
752,4550,4,30,4,Бостандыкский
753,4600,4,24,4,Бостандыкский
754,4650,4,18,4,Бостандыкский
755,4700,4,12,4,Бостандыкский
756,4750,4,36,4,Бостандыкский
757,4800,4,30,4,Бостандыкский
758,4850,4,24,4,Бостандыкский
759,4900,4,18,4,Бостандыкский
760,4950,4,12,4,Бостандыкский
761,5000,0,36,0,Жетысуский
762,5050,0,30,0,Жетысуский
763,5100,0,24,0,Жетысуский
764,5150,0,18,0,Жетысуский
765,5200,0,12,0,Жетысуский
766,5250,0,36,0,Жетысуский
767,5300,0,30,0,Жетысуский
768,5350,0,24,0,Жетысуский
769,5400,0,18,0,Жетысуский
770,5450,0,12,0,Жетысуский
771,5500,3,36,3,Медеуский
772,5550,3,30,3,Медеуский
773,5600,3,24,3,Медеуский
